bankCode;branchCode;bic;bankName;postalCode;city;flags
000;;GEBABEBB;BNP Paribas Fortis;;;
001;;GEBABEBB;BNP Paribas Fortis;;;
002;;GEBABEBB;BNP Paribas Fortis;;;
003;;GEBABEBB;BNP Paribas Fortis;;;
004;;GEBABEBB;BNP Paribas Fortis;;;
005;;GEBABEBB;BNP Paribas Fortis;;;
006;;GEBABEBB;BNP Paribas Fortis;;;
007;;GEBABEBB;BNP Paribas Fortis;;;
008;;GEBABEBB;BNP Paribas Fortis;;;
009;;GEBABEBB;BNP Paribas Fortis;;;
010;;GEBABEBB;BNP Paribas Fortis;;;
011;;GEBABEBB;BNP Paribas Fortis;;;
012;;GEBABEBB;BNP Paribas Fortis;;;
013;;GEBABEBB;BNP Paribas Fortis;;;
014;;GEBABEBB;BNP Paribas Fortis;;;
015;;GEBABEBB;BNP Paribas Fortis;;;
016;;GEBABEBB;BNP Paribas Fortis;;;
017;;GEBABEBB;BNP Paribas Fortis;;;
018;;GEBABEBB;BNP Paribas Fortis;;;
019;;GEBABEBB;BNP Paribas Fortis;;;
020;;GEBABEBB;BNP Paribas Fortis;;;
021;;GEBABEBB;BNP Paribas Fortis;;;
022;;GEBABEBB;BNP Paribas Fortis;;;
023;;GEBABEBB;BNP Paribas Fortis;;;
024;;GEBABEBB;BNP Paribas Fortis;;;
025;;GEBABEBB;BNP Paribas Fortis;;;
026;;GEBABEBB;BNP Paribas Fortis;;;
027;;GEBABEBB;BNP Paribas Fortis;;;
028;;GEBABEBB;BNP Paribas Fortis;;;
029;;GEBABEBB;BNP Paribas Fortis;;;
030;;GEBABEBB;BNP Paribas Fortis;;;
031;;GEBABEBB;BNP Paribas Fortis;;;
032;;GEBABEBB;BNP Paribas Fortis;;;
033;;GEBABEBB;BNP Paribas Fortis;;;
034;;GEBABEBB;BNP Paribas Fortis;;;
035;;GEBABEBB;BNP Paribas Fortis;;;
036;;GEBABEBB;BNP Paribas Fortis;;;
037;;GEBABEBB;BNP Paribas Fortis;;;
038;;GEBABEBB;BNP Paribas Fortis;;;
039;;GEBABEBB;BNP Paribas Fortis;;;
040;;GEBABEBB;BNP Paribas Fortis;;;
041;;GEBABEBB;BNP Paribas Fortis;;;
042;;GEBABEBB;BNP Paribas Fortis;;;
043;;GEBABEBB;BNP Paribas Fortis;;;
044;;GEBABEBB;BNP Paribas Fortis;;;
045;;GEBABEBB;BNP Paribas Fortis;;;
046;;GEBABEBB;BNP Paribas Fortis;;;
047;;GEBABEBB;BNP Paribas Fortis;;;
048;;GEBABEBB;BNP Paribas Fortis;;;
049;;GEBABEBB;BNP Paribas Fortis;;;
050;;GKCCBEBB;BELFIUS BANK;;;
051;;GKCCBEBB;BELFIUS BANK;;;
052;;GKCCBEBB;BELFIUS BANK;;;
053;;GKCCBEBB;BELFIUS BANK;;;
054;;GKCCBEBB;BELFIUS BANK;;;
055;;GKCCBEBB;BELFIUS BANK;;;
056;;GKCCBEBB;BELFIUS BANK;;;
057;;GKCCBEBB;BELFIUS BANK;;;
058;;GKCCBEBB;BELFIUS BANK;;;
059;;GKCCBEBB;BELFIUS BANK;;;
060;;GKCCBEBB;BELFIUS BANK;;;
061;;GKCCBEBB;BELFIUS BANK;;;
062;;GKCCBEBB;BELFIUS BANK;;;
063;;GKCCBEBB;BELFIUS BANK;;;
064;;GKCCBEBB;BELFIUS BANK;;;
065;;GKCCBEBB;BELFIUS BANK;;;
066;;GKCCBEBB;BELFIUS BANK;;;
067;;GKCCBEBB;BELFIUS BANK;;;
068;;GKCCBEBB;BELFIUS BANK;;;
069;;GKCCBEBB;BELFIUS BANK;;;
070;;GKCCBEBB;BELFIUS BANK;;;
071;;GKCCBEBB;BELFIUS BANK;;;
072;;GKCCBEBB;BELFIUS BANK;;;
073;;GKCCBEBB;BELFIUS BANK;;;
074;;GKCCBEBB;BELFIUS BANK;;;
075;;GKCCBEBB;BELFIUS BANK;;;
076;;GKCCBEBB;BELFIUS BANK;;;
077;;GKCCBEBB;BELFIUS BANK;;;
078;;GKCCBEBB;BELFIUS BANK;;;
079;;GKCCBEBB;BELFIUS BANK;;;
080;;GKCCBEBB;BELFIUS BANK;;;
081;;GKCCBEBB;BELFIUS BANK;;;
082;;GKCCBEBB;BELFIUS BANK;;;
083;;GKCCBEBB;BELFIUS BANK;;;
084;;GKCCBEBB;BELFIUS BANK;;;
085;;GKCCBEBB;BELFIUS BANK;;;
086;;GKCCBEBB;BELFIUS BANK;;;
087;;GKCCBEBB;BELFIUS BANK;;;
088;;GKCCBEBB;BELFIUS BANK;;;
089;;GKCCBEBB;BELFIUS BANK;;;
090;;GKCCBEBB;BELFIUS BANK;;;
091;;GKCCBEBB;BELFIUS BANK;;;
092;;GKCCBEBB;BELFIUS BANK;;;
093;;GKCCBEBB;BELFIUS BANK;;;
094;;GKCCBEBB;BELFIUS BANK;;;
095;;GKCCBEBB;BELFIUS BANK;;;
096;;GKCCBEBB;BELFIUS BANK;;;
097;;GKCCBEBB;BELFIUS BANK;;;
098;;GKCCBEBB;BELFIUS BANK;;;
099;;GKCCBEBB;BELFIUS BANK;;;
100;;NBBEBEBB203;Nationale Bank van België;;;
101;;NBBEBEBBHCC;Nationale Bank van België (Hoofdkas);;;
102;;;Uitwisselingscentrum en Verrekening (U.C.V.);;;
103;;NICABEBB;Crelan;;;
104;;NICABEBB;Crelan;;;
105;;NICABEBB;Crelan;;;
106;;NICABEBB;Crelan;;;
107;;NICABEBB;Crelan;;;
108;;NICABEBB;Crelan;;;
109;;CTBKBEBX;Beobank;;;
110;;CTBKBEBX;Beobank;;;
111;;ABERBE22;Bank J. Van Breda & C°;;;
112;;;VRIJ;;;
113;;CTBKBEBX;Beobank;;;
114;;CTBKBEBX;Beobank;;;
115;;PAUIBE22;HR Pay Solutions;;;
116;;ATMNBE32XXX;Atlantic Money NV/SA;;;
117;;;VRIJ;;;
118;;;VRIJ;;;
119;;CTBKBEBX;Beobank;;;
120;;CTBKBEBX;Beobank;;;
121;;CTBKBEBX;Beobank;;;
122;;CTBKBEBX;Beobank;;;
123;;CTBKBEBX;Beobank;;;
124;;CTBKBEBX;Beobank;;;
125;;CPHBBE75;Banque CPH;;;
126;;CPHBBE75;Banque CPH;;;
127;;CTBKBEBX;Beobank;;;
128;;MPSNBE92;Mobile Payment Solutions nv;;;
129;;CTBKBEBX;Beobank;;;
130;;DIGEBEB2;Digiteal SA;;;
131;;CTBKBEBX;Beobank;;;
132;;BNAGBEBB;Bank Nagelmackers;;;
133;;CTBKBEBX;Beobank;;;
134;;CTBKBEBX;Beobank;;;
135;;;VRIJ;;;
136;;;VRIJ;;;
137;;GEBABEBB;BNP Paribas Fortis;;;
138;;;Onbeschikbaar;;;
139;;;VRIJ;;;
140;;GEBABEBB;BNP Paribas Fortis;;;
141;;GEBABEBB;BNP Paribas Fortis;;;
142;;GEBABEBB;BNP Paribas Fortis;;;
143;;GEBABEBB;BNP Paribas Fortis;;;
144;;GEBABEBB;BNP Paribas Fortis;;;
145;;GEBABEBB;BNP Paribas Fortis;;;
146;;GEBABEBB;BNP Paribas Fortis;;;
147;;GEBABEBB;BNP Paribas Fortis;;;
148;;GEBABEBB;BNP Paribas Fortis;;;
149;;GEBABEBB;BNP Paribas Fortis;;;
150;;BCMCBEBB;Bancontact Payconiq Company;;;
151;;;VRIJ;;;
152;;;VRIJ;;;
153;;;VRIJ;;;
154;;;VRIJ;;;
155;;;VRIJ;;;
156;;;VRIJ;;;
157;;;VRIJ;;;
158;;;VRIJ;;;
159;;;VRIJ;;;
160;;;VRIJ;;;
161;;;VRIJ;;;
162;;;VRIJ;;;
163;;;VRIJ;;;
164;;;VRIJ;;;
165;;;VRIJ;;;
166;;;VRIJ;;;
167;;BUNQBEB2XXX;BUNQ, Belgian Branch;;;
168;;;VRIJ;;;
169;;;VRIJ;;;
170;;;VRIJ;;;
171;;CPHBBE75;Banque CPH;;;
172;;;VRIJ;;;
173;;;VRIJ;;;
174;;;VRIJ;;;
175;;;Systèmes Technologiques d'Echange et de Traitement - STET;;;
176;;BSCHBEBBRET;Santander Consumer Finance – Succursale en Belgique/Bijkantoor in België;;;
177;;;VRIJ;;;
178;;;VRIJ;;;
179;;;VRIJ;;;
180;;;VRIJ;;;
181;;;VRIJ;;;
182;;;VRIJ;;;
183;;;VRIJ;;;
184;;;VRIJ;;;
185;;BBRUBEBB;ING België;;;
186;;;VRIJ;;;
187;;;VRIJ;;;
188;;;VRIJ;;;
189;;SMBCBEBB;Sumitomo Mitsui Banking Corporation (SMBC);;;
190;;CREGBEBB;CBC Banque et Assurances;;;
191;;CREGBEBB;CBC Banque et Assurances;;;
192;;CREGBEBB;CBC Banque et Assurances;;;
193;;CREGBEBB;CBC Banque et Assurances;;;
194;;CREGBEBB;CBC Banque et Assurances;;;
195;;CREGBEBB;CBC Banque et Assurances;;;
196;;CREGBEBB;CBC Banque et Assurances;;;
197;;CREGBEBB;CBC Banque et Assurances;;;
198;;CREGBEBB;CBC Banque et Assurances;;;
199;;CREGBEBB;CBC Banque et Assurances;;;
200;;GEBABEBB;BNP Paribas Fortis;;;
201;;GEBABEBB;BNP Paribas Fortis;;;
202;;GEBABEBB;BNP Paribas Fortis;;;
203;;GEBABEBB;BNP Paribas Fortis;;;
204;;GEBABEBB;BNP Paribas Fortis;;;
205;;GEBABEBB;BNP Paribas Fortis;;;
206;;GEBABEBB;BNP Paribas Fortis;;;
207;;GEBABEBB;BNP Paribas Fortis;;;
208;;GEBABEBB;BNP Paribas Fortis;;;
209;;GEBABEBB;BNP Paribas Fortis;;;
210;;GEBABEBB;BNP Paribas Fortis;;;
211;;GEBABEBB;BNP Paribas Fortis;;;
212;;GEBABEBB;BNP Paribas Fortis;;;
213;;GEBABEBB;BNP Paribas Fortis;;;
214;;GEBABEBB;BNP Paribas Fortis;;;
215;;;VRIJ;;;
216;;;VRIJ;;;
217;;;VRIJ;;;
218;;;VRIJ;;;
219;;;VRIJ;;;
220;;GEBABEBB;BNP Paribas Fortis;;;
221;;GEBABEBB;BNP Paribas Fortis;;;
222;;GEBABEBB;BNP Paribas Fortis;;;
223;;GEBABEBB;BNP Paribas Fortis;;;
224;;GEBABEBB;BNP Paribas Fortis;;;
225;;GEBABEBB;BNP Paribas Fortis;;;
226;;GEBABEBB;BNP Paribas Fortis;;;
227;;GEBABEBB;BNP Paribas Fortis;;;
228;;GEBABEBB;BNP Paribas Fortis;;;
229;;GEBABEBB;BNP Paribas Fortis;;;
230;;GEBABEBB;BNP Paribas Fortis;;;
231;;GEBABEBB;BNP Paribas Fortis;;;
232;;GEBABEBB;BNP Paribas Fortis;;;
233;;GEBABEBB;BNP Paribas Fortis;;;
234;;GEBABEBB;BNP Paribas Fortis;;;
235;;GEBABEBB;BNP Paribas Fortis;;;
236;;GEBABEBB;BNP Paribas Fortis;;;
237;;GEBABEBB;BNP Paribas Fortis;;;
238;;GEBABEBB;BNP Paribas Fortis;;;
239;;GEBABEBB;BNP Paribas Fortis;;;
240;;GEBABEBB;BNP Paribas Fortis;;;
241;;GEBABEBB;BNP Paribas Fortis;;;
242;;GEBABEBB;BNP Paribas Fortis;;;
243;;GEBABEBB;BNP Paribas Fortis;;;
244;;GEBABEBB;BNP Paribas Fortis;;;
245;;GEBABEBB;BNP Paribas Fortis;;;
246;;GEBABEBB;BNP Paribas Fortis;;;
247;;GEBABEBB;BNP Paribas Fortis;;;
248;;GEBABEBB;BNP Paribas Fortis;;;
249;;GEBABEBB;BNP Paribas Fortis;;;
250;;GEBABEBB;BNP Paribas Fortis;;;
251;;GEBABEBB;BNP Paribas Fortis;;;
252;;GEBABEBB;BNP Paribas Fortis;;;
253;;GEBABEBB;BNP Paribas Fortis;;;
254;;GEBABEBB;BNP Paribas Fortis;;;
255;;GEBABEBB;BNP Paribas Fortis;;;
256;;GEBABEBB;BNP Paribas Fortis;;;
257;;GEBABEBB;BNP Paribas Fortis;;;
258;;GEBABEBB;BNP Paribas Fortis;;;
259;;GEBABEBB;BNP Paribas Fortis;;;
260;;GEBABEBB;BNP Paribas Fortis;;;
261;;GEBABEBB;BNP Paribas Fortis;;;
262;;GEBABEBB;BNP Paribas Fortis;;;
