bankCode;branchCode;bic;bankName;postalCode;city;flags
18829;;;Arkéa banque entreprises et institutionnels;35760;SAINT GREGOIRE;
18869;;FEMUFR21BDF;Banque française mutualiste - B.F.M.;75013;PARIS;
18919;;;NATIXIS WEALTH MANAGEMENT;75002;PARIS;
18950;;CSCAFR21XXX;Caisse de crédit municipal d'Avignon;84009;AVIGNON CEDEX 1;
18979;;ABCOFRPPXXX;ARAB BANKING CORPORATION SA;75009;PARIS;
18989;;;Aareal Bank AG;75008;PARIS 08;
19000;;IVSTFRP1XXX;Société auxiliaire d'études et d'investissements mobiliers - Investimo;75738;PARIS CEDEX 15;
19063;;;Landesbank Saar (SAARLB);57000;METZ;
19069;;KBLXFRPPXXX;BANQUE RICHELIEU FRANCE;75008;PARIS 08;
19106;;AGRIFRPP891;Caisse régionale de crédit agricole mutuel Provence-Côte d'Azur (Alpes de Haute-Provence-Alpes-maritimes-Var);83300;DRAGUIGNAN;
19169;;;Finamur;92548;MONTROUGE CEDEX;
19229;;BSABFRPPXXX;Banco de Sabadell;75008;PARIS 08;
19250;;;Compagnie générale de location d'équipements C.G.L.;59708;MARCQ-EN-BAROEUL CEDEX;
19259;;;Sogefimur;75009;PARIS 09;
19269;;;Génébanque;92800;PUTEAUX;
19406;;AGRIFRPP894;Caisse régionale de crédit agricole mutuel de la Touraine et du Poitou;86008;POITIERS CEDEX;
19460;;SFAXFRPPXXX;Sofax banque;92400;COURBEVOIE;
19506;;AGRIFRPP895;Caisse régionale de crédit agricole mutuel du Centre Ouest;87044;LIMOGES CEDEX;
19530;;AGRIFRPIXXX;AMUNDI;75015;PARIS;
19730;;NOMAFRPPXXX;Banque Nomura France;75773;PARIS CEDEX 16;
19806;;AGRIMQMXXXX;Caisse régionale de crédit agricole mutuel de la Martinique et de la Guyane;97232;LE LAMENTIN CEDEX 2;
19870;;SOAPFR22XXX;Carrefour banque;91000;EVRY-COURCOURONNES;
19906;;AGRIRERXXXX;Caisse régionale de crédit agricole mutuel de la Réunion;97462;SAINT-DENIS CEDEX;
20041;;PSSTFRPPXXX;La Banque Postale;75275;PARIS CEDEX 06;
21570;;STFEFR21XXX;SOCIÉTÉ FINANCIÈRE DE LA N.E.F.;69120;VAULX EN VELIN;
21670;;CPBIFRPPXXX;Loomis FX, Gold and Services;94250;Gentilly;
22040;;CMCIFRPACCM;CONFEDERATION NATIONALE CREDIT MUTUEL;75017;PARIS;
22970;;;Epargne crédit des militaires (E.C.M.);83100;Toulon;
23779;;BYBBFRPPXXX;Byblos bank Europe;75008;PARIS 08;
24349;;BJSBMCMXXXX;Banque J. Safra Sarasin (Monaco) SA;98000;MONACO;
24599;;PRIVFRPPXXX;Milleis Banque;75008;PARIS 08;
24659;;BCIBFRP1XXX;Banque Chabrières;75737;PARIS CEDEX 15;
25080;;;Axa banque financement;94138;FONTENAY-SOUS-BOIS CEDEX;
27800;;KREDFRPPXXX;KBC bank;59030;LILLE CEDEX;
28570;;CMDIFR21XXX;Caisse de crédit municipal de Dijon;21078;DIJON CEDEX;
30002;;CRLYFRPPXXX;CREDIT LYONNAIS (LCL);94811;VILLEJUIF CEDEX;
30003;;SOGEFRPPXXX;Société générale S.A.;92972;La Défense cedex;
30004;;BNPAFRPPXXX;BNP Paribas;75009;PARIS;
30006;;AGRIFRPPXXX;Crédit Agricole S.A.;92120;MONTROUGE;
30007;;NATXFRPPXXX;Natixis;75013;PARIS 13;
30027;;;Banque CIC Nord Ouest;59800;LILLE;
30047;;;Banque CIC Ouest;44040;NANTES CEDEX 1;
