bankCode,bic,bankName,postalCode,city,flags
76450,BSCTCH22XXX,Banca dello Stato del Cantone Ticino,6710,Biasca,
76460,BSCTCH22XXX,Banca dello Stato del Cantone Ticino,6612,Ascona,
76470,BSCTCH22XXX,Banca dello Stato del Cantone Ticino,6982,Agno,
00765,BCVSCH2LXXX,Banque Cantonale du Valais,1951,Sion/Sitten,
00766,BCNNCH22XXX,Banque Cantonale Neuchâteloise,2001,Neuchâtel,
00767,BCVLCH2LXXX,Banque Cantonale Vaudoise,1001,Lausanne,
76711,BCVLCH2LXXX,Banque Cantonale Vaudoise,1002,Lausanne,
76712,BCVLCH2LXXX,Banque Cantonale Vaudoise,1860,Aigle,
76713,BCVLCH2LXXX,Banque Cantonale Vaudoise,1170,Aubonne,
76714,BCVLCH2LXXX,Banque Cantonale Vaudoise,1580,Avenches,
76715,BCVLCH2LXXX,Banque Cantonale Vaudoise,1880,Bex,
76716,BCVLCH2LXXX,Banque Cantonale Vaudoise,1660,Château-d'Oex,
76717,BCVLCH2LXXX,Banque Cantonale Vaudoise,1304,Cossonay-Ville,
76718,BCVLCH2LXXX,Banque Cantonale Vaudoise,1096,Cully,
76719,BCVLCH2LXXX,Banque Cantonale Vaudoise,1040,Echallens,
76720,BCVLCH2LXXX,Banque Cantonale Vaudoise,1422,Grandson,
76721,BCVLCH2LXXX,Banque Cantonale Vaudoise,1095,Lutry,
76722,BCVLCH2LXXX,Banque Cantonale Vaudoise,1820,Montreux 1,
76723,BCVLCH2LXXX,Banque Cantonale Vaudoise,1110,Morges 1,
76724,BCVLCH2LXXX,Banque Cantonale Vaudoise,1510,Moudon,
76725,BCVLCH2LXXX,Banque Cantonale Vaudoise,1260,Nyon,
76726,BCVLCH2LXXX,Banque Cantonale Vaudoise,1350,Orbe,
76727,BCVLCH2LXXX,Banque Cantonale Vaudoise,1610,Oron-la-Ville,
76728,BCVLCH2LXXX,Banque Cantonale Vaudoise,1530,Payerne,
76729,BCVLCH2LXXX,Banque Cantonale Vaudoise,1020,Renens VD,
76730,BCVLCH2LXXX,Banque Cantonale Vaudoise,1180,Rolle,
76731,BCVLCH2LXXX,Banque Cantonale Vaudoise,1450,Ste-Croix,
76732,BCVLCH2LXXX,Banque Cantonale Vaudoise,1347,"Sentier, Le",
76733,BCVLCH2LXXX,Banque Cantonale Vaudoise,1337,Vallorbe,
76734,BCVLCH2LXXX,Banque Cantonale Vaudoise,1800,Vevey 1,
76735,BCVLCH2LXXX,Banque Cantonale Vaudoise,1401,Yverdon-les-Bains,
76736,BCVLCH2LXXX,Banque Cantonale Vaudoise,1814,"Tour-de-Peilz, La",
76737,BCVLCH2LXXX,Banque Cantonale Vaudoise,1844,Villeneuve VD,
76738,BCVLCH2LXXX,Banque Cantonale Vaudoise,1008,Prilly,
76739,BCVLCH2LXXX,Banque Cantonale Vaudoise,1000,Lausanne,
76740,BCVLCH2LXXX,Banque Cantonale Vaudoise,1854,Leysin,
76741,BCVLCH2LXXX,Banque Cantonale Vaudoise,1884,Villars-sur-Ollon,
76742,BCVLCH2LXXX,Banque Cantonale Vaudoise,1815,Clarens,
76743,BCVLCH2LXXX,Banque Cantonale Vaudoise,1196,Gland,
76744,BCVLCH2LXXX,Banque Cantonale Vaudoise,1009,Pully,
76745,BCVLCH2LXXX,Banque Cantonale Vaudoise,1033,Cheseaux-sur-Lausanne,
76746,BCVLCH2LXXX,Banque Cantonale Vaudoise,1000,Lausanne 12,
76747,BCVLCH2LXXX,Banque Cantonale Vaudoise,1010,Lausanne 10,
76748,BCVLCH2LXXX,Banque Cantonale Vaudoise,1865,"Diablerets, Les",
76749,BCVLCH2LXXX,Banque Cantonale Vaudoise,1000,Lausanne 6,
76750,BCVLCH2LXXX,Banque Cantonale Vaudoise,1030,Bussigny-près-Lausanne,
76751,BCVLCH2LXXX,Banque Cantonale Vaudoise,1018,Lausanne 18,
76752,BCVLCH2LXXX,Banque Cantonale Vaudoise,1305,Penthalaz,
76753,BCVLCH2LXXX,Banque Cantonale Vaudoise,1296,Coppet,
76754,BCVLCH2LXXX,Banque Cantonale Vaudoise,1023,Crissier,
76755,BCVLCH2LXXX,Banque Cantonale Vaudoise,1000,Lausanne 8,
76756,BCVLCH2LXXX,Banque Cantonale Vaudoise,1522,Lucens,
76758,BCVLCH2LXXX,Banque Cantonale Vaudoise,1373,Chavornay,
76761,BCVLCH2LXXX,Banque Cantonale Vaudoise,1807,Blonay,
76762,BCVLCH2LXXX,Banque Cantonale Vaudoise,1071,Chexbres,
76763,BCVLCH2LXXX,Banque Cantonale Vaudoise,1000,Lausanne 3,
76764,BCVLCH2LXXX,Banque Cantonale Vaudoise,1073,Savigny,
76765,BCVLCH2LXXX,Banque Cantonale Vaudoise,1260,Nyon,
76766,BCVLCH2LXXX,Banque Cantonale Vaudoise,1066,Epalinges,
00768,BEFRCH22XXX,Banque Cantonale de Fribourg,1701,Fribourg,
76822,BEFRCH22XXX,Banque Cantonale de Fribourg,1701,Fribourg,
76823,BEFRCH22XXX,Banque Cantonale de Fribourg,1630,Bulle,
76824,BEFRCH22XXX,Banque Cantonale de Fribourg,1618,Châtel-St-Denis,
76825,BEFRCH22XXX,Freiburger Kantonalbank,3210,Kerzers,
76826,BEFRCH22XXX,Banque Cantonale de Fribourg,1564,Domdidier,
76827,BEFRCH22XXX,Banque Cantonale de Fribourg,1470,Estavayer-le-Lac,
76828,BEFRCH22XXX,Banque Cantonale de Fribourg,1726,Farvagny-le-Grand,
76829,BEFRCH22XXX,Freiburger Kantonalbank,3280,Murten/Morat,
76830,BEFRCH22XXX,Banque Cantonale de Fribourg,1680,Romont FR,
76831,BEFRCH22XXX,Freiburger Kantonalbank,1712,Tafers/Tavel,
76832,BEFRCH22XXX,Freiburger Kantonalbank,3186,Düdingen,
76833,BEFRCH22XXX,Banque Cantonale de Fribourg,1702,Fribourg,
76834,BEFRCH22XXX,Banque Cantonale de Fribourg,1616,Attalens,
76835,BEFRCH22XXX,Banque Cantonale de Fribourg,1784,Courtepin,
76836,BEFRCH22XXX,Freiburger Kantonalbank,3175,Flamatt,
76837,BEFRCH22XXX,Banque Cantonale de Fribourg,1754,Avry-sur-Matran,
76838,BEFRCH22XXX,Banque Cantonale de Fribourg,1707,Fribourg,
76839,BEFRCH22XXX,Banque Cantonale de Fribourg,1708,Fribourg,
76840,BEFRCH22XXX,Banque Cantonale de Fribourg,1731,Ependes FR,
76841,BEFRCH22XXX,Banque Cantonale de Fribourg,1637,Charmey (Gruyère),
76842,BEFRCH22XXX,Banque Cantonale de Fribourg,1716,Plaffeien,
76843,BEFRCH22XXX,Banque Cantonale de Fribourg,1611,"Crêt, Le",
00769,BLKBCH22XXX,Basellandschaftliche Kantonalbank,4410,Liestal,
00770,BKBBCHBBXXX,Basler Kantonalbank,4051,Basel,
00773,GLKBCH22XXX,Glarner Kantonalbank,8750,Glarus,
00774,GRKBCH2270A,Graubündner Kantonalbank,7001,Chur,
00777,KBSZCH22XXX,Schwyzer Kantonalbank,6431,Schwyz,
77711,KBSZCH22XXX,Schwyzer Kantonalbank,8840,Einsiedeln,
77712,KBSZCH22XXX,Schwyzer Kantonalbank,8853,Lachen SZ,
77713,KBSZCH22XXX,Schwyzer Kantonalbank,8854,Siebnen,
77714,KBSZCH22XXX,Schwyzer Kantonalbank,6440,Brunnen,
77715,KBSZCH22XXX,Schwyzer Kantonalbank,6403,Küssnacht am Rigi,
77716,KBSZCH22XXX,Schwyzer Kantonalbank,6415,Arth,
77717,KBSZCH22XXX,Schwyzer Kantonalbank,8808,Pfäffikon SZ,
77718,KBSZCH22XXX,Schwyzer Kantonalbank,6410,Goldau,
77719,KBSZCH22XXX,Schwyzer Kantonalbank,8832,Wollerau,
77720,KBSZCH22XXX,Schwyzer Kantonalbank,6442,Gersau,
77721,KBSZCH22XXX,Schwyzer Kantonalbank,6418,Rothenthurm,
77722,KBSZCH22XXX,Schwyzer Kantonalbank,6438,Ibach,
77723,KBSZCH22XXX,Schwyzer Kantonalbank,6423,Seewen SZ,
77724,KBSZCH22XXX,Schwyzer Kantonalbank,6422,Steinen,
77725,KBSZCH22XXX,Schwyzer Kantonalbank,6436,Muotathal,
77726,KBSZCH22XXX,Schwyzer Kantonalbank,8842,Unteriberg,
77727,KBSZCH22XXX,Schwyzer Kantonalbank,6438,Ibach,
77728,KBSZCH22XXX,Schwyzer Kantonalbank,8807,Freienbach,
77729,KBSZCH22XXX,Schwyzer Kantonalbank,8808,Pfäffikon SZ,
77730,KBSZCH22XXX,Schwyzer Kantonalbank,6417,Sattel,
77731,KBSZCH22XXX,Schwyzer Kantonalbank,8856,Tuggen,
77732,KBSZCH22XXX,Schwyzer Kantonalbank,8834,Schindellegi,
77733,KBSZCH22XXX,Schwyzer Kantonalbank,8852,Altendorf,
77734,KBSZCH22XXX,Schwyzer Kantonalbank,8864,Reichenburg,
00778,LUKBCH2260A,Luzerner Kantonalbank AG,6002,Luzern,
77811,LUKBCH2260A,Luzerner Kantonalbank AG,6130,Willisau,
77812,LUKBCH2260A,Luzerner Kantonalbank AG,6170,Schüpfheim,
77813,LUKBCH2260A,Luzerner Kantonalbank AG,6210,Sursee,
77814,LUKBCH2260A,Luzerner Kantonalbank AG,6281,Hochdorf,
77815,LUKBCH2260A,Luzerner Kantonalbank AG,6260,Reiden,
77816,LUKBCH2260A,Luzerner Kantonalbank AG,6020,Emmenbrücke 1,
77817,LUKBCH2260A,Luzerner Kantonalbank AG,6011,Kriens,
77818,LUKBCH2260A,Luzerner Kantonalbank AG,6048,Horw,
77819,LUKBCH2260A,Luzerner Kantonalbank AG,6006,Luzern,
77820,LUKBCH2260A,Luzerner Kantonalbank AG,6031,Ebikon,
77821,LUKBCH2260A,Luzerner Kantonalbank AG,6045,Meggen,
77823,LUKBCH2260A,Luzerner Kantonalbank AG,6014,Luzern,
77824,LUKBCH2260A,Luzerner Kantonalbank AG,6110,Wolhusen,
77825,LUKBCH2260A,Luzerner Kantonalbank AG,6215,Beromünster,
77828,LUKBCH2260A,Luzerner Kantonalbank AG,6285,Hitzkirch,
77829,LUKBCH2260A,Luzerner Kantonalbank AG,6204,Sempach,
77860,LUKBCH2260A,Luzerner Kantonalbank AG,6017,Ruswil,
00779,NIKACH22XXX,Nidwaldner Kantonalbank,6371,Stans,
00780,OBWKCH22XXX,Obwaldner Kantonalbank,6060,Sarnen,
00781,KBSGCH22XXX,St. Galler Kantonalbank AG,9001,St. Gallen,
78102,KBSGCH22XXX,St. Galler Kantonalbank AG,9016,St. Gallen,
78103,KBSGCH22XXX,St. Galler Kantonalbank AG,9014,St. Gallen,
78111,KBSGCH22XXX,St. Galler Kantonalbank AG,9450,Altstätten SG,
78112,KBSGCH22XXX,St. Galler Kantonalbank AG,7310,Bad Ragaz,
78113,KBSGCH22XXX,St. Galler Kantonalbank AG,9470,Buchs SG,
78114,KBSGCH22XXX,St. Galler Kantonalbank AG,9113,Degersheim,
78115,KBSGCH22XXX,St. Galler Kantonalbank AG,8887,Mels,
78116,KBSGCH22XXX,St. Galler Kantonalbank AG,8640,Rapperswil SG,
78117,KBSGCH22XXX,St. Galler Kantonalbank AG,9400,Rorschach,
78118,KBSGCH22XXX,St. Galler Kantonalbank AG,9630,Wattwil,
78119,KBSGCH22XXX,St. Galler Kantonalbank AG,9501,Wil SG 1,
78120,KBSGCH22XXX,St. Galler Kantonalbank AG,9230,Flawil,
78121,KBSGCH22XXX,St. Galler Kantonalbank AG,9473,Gams,
78122,KBSGCH22XXX,St. Galler Kantonalbank AG,9201,Gossau SG,
78123,KBSGCH22XXX,St. Galler Kantonalbank AG,9435,Heerbrugg,
78124,KBSGCH22XXX,St. Galler Kantonalbank AG,9424,Rheineck,
78125,KBSGCH22XXX,St. Galler Kantonalbank AG,9430,St. Margrethen SG,
78126,KBSGCH22XXX,St. Galler Kantonalbank AG,8730,Uznach,
78127,KBSGCH22XXX,St. Galler Kantonalbank AG,9240,Uzwil,
78128,KBSGCH22XXX,St. Galler Kantonalbank AG,8880,Walenstadt,
78129,KBSGCH22XXX,St. Galler Kantonalbank AG,9650,Nesslau,
78130,KBSGCH22XXX,St. Galler Kantonalbank AG,7320,Sargans,
78131,KBSGCH22XXX,St. Galler Kantonalbank AG,9403,Goldach,
78132,KBSGCH22XXX,St. Galler Kantonalbank AG,9642,Ebnat-Kappel,
78158,KBSGCH22XXX,St. Galler Kantonalbank AG,9001,St. Gallen,
00782,SHKBCH2SXXX,Schaffhauser Kantonalbank,8201,Schaffhausen,
78213,SHKBCH2SXXX,Schaffhauser Kantonalbank,8260,Stein am Rhein,
00784,KBTGCH22XXX,Thurgauer Kantonalbank,8570,Weinfelden,
00785,URKNCH22XXX,Urner Kantonalbank,6460,Altdorf,
00787,KBZGCH22XXX,Zuger Kantonalbank,6301,Zug,
00788,BCGECHGGXXX,Banque Cantonale de Genève,1211,Genève 2,
00789,BCJUCH22XXX,Banque Cantonale du Jura SA,2900,Porrentruy 2,
78910,BCJUCH22XXX,Banque Cantonale du Jura SA,2800,Delémont 1,
78920,BCJUCH22XXX,Banque Cantonale du Jura SA,2350,Saignelégier,
00790,KBBECH22XXX,Berner Kantonalbank AG,3001,Bern,
80000,RAIFCH22XXX,Raiffeisen Schweiz,9001,St. Gallen,
80002,RAIFCH22002,Banque Raiffeisen Région Delémont,2800,Delémont,
80005,RAIFCH22005,Raiffeisenbank St.Gallen,9001,St.Gallen,
80027,RAIFCH22027,Banque Raiffeisen  Ajoie,2900,Porrentruy,
80037,RAIFCH22037,Banque Raiffeisen Clos du Doubs et Haute-Ajoie,2882,St-Ursanne,
80051,RAIFCH22051,Banque Raiffeisen Grand Chasseral,2605,Sonceboz-Sombeval,
80059,RAIFCH22059,Banque Raiffeisen Franches-Montagnes,2350,Saignelégier,
80073,RAIFCH22073,Banque Raiffeisen du Val-Terbi,2824,Vicques,
80094,RAIFCH22094,Raiffeisenbank Worblen-Emmental,3507,Biglen,
80097,RAIFCH22097,Raiffeisenbank Laufental-Thierstein,4242,Laufen,
80098,RAIFCH22098,Raiffeisenbank Gürbe,3123,Belp,
80102,RAIFCH22102,Banque Raiffeisen Sarine-Ouest,1782,Belfaux,
80105,RAIFCH22105,Banque Raiffeisen Région Marly-Cousimbert,1728,Rossens FR,
80129,RAIFCH22129,Banque Raiffeisen Moléson,1635,"Tour-de-Trême, La",
80139,RAIFCH22139,Banque Raiffeisen Broye Vully Lac,1564,Domdidier,
80159,RAIFCH22159,Banque Raiffeisen Fribourg-Ouest,1752,Villars-sur-Glâne,
80181,RAIFCH22181,Banque Raiffeisen Région Genève Rhône,1233,Bernex,
80187,RAIFCH22187,Banque Raiffeisen Genève Lac,1208,Genève,
80210,RAIFCH22210,Banque Raiffeisen Villes et Vignobles genevois,1219,Châtelaine,
80237,RAIFCH22237,Banque Raiffeisen des Montagnes Neuchâteloises,2300,"Chaux-de-Fonds, La",
80241,RAIFCH22241,Banque Raiffeisen Neuchâtel et Vallées,2000,Neuchâtel,
80272,RAIFCH22272,Banca Raiffeisen del Basso Mendrisiotto,6830,Chiasso,
80280,RAIFCH22280,Banca Raiffeisen Piano di Magadino,6596,Gordola,
80283,RAIFCH22283,Banca Raiffeisen Vedeggio Cassarate,6929,Gravesano,
80287,RAIFCH22287,Banca Raiffeisen Basso Ceresio,6818,Melano,
80290,RAIFCH22290,Banca Raiffeisen Morbio-Vacallo,6834,Morbio Inferiore,
80317,RAIFCH22317,Banca Raiffeisen del Malcantone,6987,Caslano,
80333,RAIFCH22333,Banca Raiffeisen Losone Pedemonte Vallemaggia,6673,Maggia,
80340,RAIFCH22340,Banca Raiffeisen Mendrisio e Valle di Muggio,6850,Mendrisio,
80344,RAIFCH22344,Banca Raiffeisen del Camoghè,6512,Giubiasco,
80350,RAIFCH22350,Banca Raiffeisen Tre Valli,6710,Biasca,
80362,RAIFCH22362,Banca Raiffeisen Colline del Ceresio,6942,Savosa,
80365,RAIFCH22365,Banca Raiffeisen della Campagnadorna,6855,Stabio,
80375,RAIFCH22375,Banca Raiffeisen Lugano,6900,Lugano,
80379,RAIFCH22379,Banca Raiffeisen Locarno,6601,Locarno,
80387,RAIFCH22387,Banca Raiffeisen Bellinzonese e Visagno,6501,Bellinzona,
80401,RAIFCH22401,Banque Raiffeisen Mont-Aubert Orbe,1442,Montagny-près-Yverdon,
80414,RAIFCH22414,Banque Raiffeisen d'Assens,1042,Assens,
80430,RAIFCH22430,Banque Raiffeisen Alpes Riviera Chablais Vaudois,1860,Aigle,
80434,RAIFCH22434,Banque Raiffeisen du Gros-de-Vaud,1040,Echallens,
80442,RAIFCH22442,Banque Raiffeisen Nyon-La Vallée,1260,Nyon,
80445,RAIFCH22445,Banque Raiffeisen du Mont-Tendre,1143,Apples,
80451,RAIFCH22451,Banque Raiffeisen Lausanne Haute-Broye-Jorat,1003,Lausanne,
80454,RAIFCH22454,Banque Raiffeisen de Lavaux,1070,Puidoux,
80460,RAIFCH22460,Banque Raiffeisen Morges Venoge,1025,St-Sulpice VD,
80472,RAIFCH22472,Banque Raiffeisen d'Yverdon-les-Bains,1401,Yverdon-les-Bains,
80479,RAIFCH22479,Banque Raiffeisen de la Broye,1530,Payerne,
80485,RAIFCH22485,Banque Raiffeisen de Gimel,1188,Gimel,
80496,RAIFCH22496,Raiffeisenbank Mischabel-Matterhorn,3924,St. Niklaus VS,
80521,RAIFCH22521,Raiffeisenbank Gampel-Raron,3945,Gampel,
80527,RAIFCH22527,Raiffeisenbank Region Leuk,3952,Susten,
80532,RAIFCH22532,Raiffeisenbank Belalp-Simplon,3904,Naters,
80539,RAIFCH22539,Raiffeisenbank Aletsch-Goms,3998,Reckingen VS,
80553,RAIFCH22553,Raiffeisenbank Region Visp,3930,Visp,
80572,RAIFCH22572,Banque Raiffeisen Sion et Région,1950,Sion,
80581,RAIFCH22581,Banque Raiffeisen Entremont,1934,"Châble VS, Le",
80588,RAIFCH22588,Banque Raiffeisen du Haut-Léman,1895,Vionnaz,
80595,RAIFCH22595,Banque Raiffeisen Martigny et Région,1920,Martigny,
80598,RAIFCH22598,Banque Raiffeisen de Sierre & Région,3960,Sierre/Siders,
80606,RAIFCH22606,Banque Raiffeisen de Massongex-St-Maurice-Vérossaz,1869,Massongex,
80611,RAIFCH22611,Banque Raiffeisen de Monthey,1870,Monthey 2,
80615,RAIFCH22615,Banque Raiffeisen des Communes du Haut Plateau,3971,Chermignon,
80626,RAIFCH22626,Banque Raiffeisen Vallée d'Illiez,1872,Troistorrents,
80652,RAIFCH22652,Raiffeisenbank Böttstein,5314,Kleindöttingen,
80666,RAIFCH22666,Raiffeisenbank an der Limmat,8953,Dietikon,
80690,RAIFCH22690,Raiffeisenbank Wasserschloss,5412,Gebenstorf,
80691,RAIFCH22691,Raiffeisenbank Regio Frick-Mettauertal,5070,Frick,
80696,RAIFCH22696,Raiffeisenbank Regio Laufenburg,5082,Kaisten,
80698,RAIFCH22698,Raiffeisenbank Aarau-Lenzburg,5000,Aarau,
80700,RAIFCH22700,Raiffeisenbank Surbtal-Wehntal,5304,Endingen,
80701,RAIFCH22701,Raiffeisenbank Aare-Rhein,5316,Leuggern,
80702,RAIFCH22702,Raiffeisenbank Kelleramt-Albis,8917,Oberlunkhofen,
80704,RAIFCH22704,Raiffeisenbank Aare-Reuss,5507,Mellingen,
80705,RAIFCH22705,Raiffeisenbank Reuss-Lindenberg,5634,Merenschwand,
80706,RAIFCH22706,Raiffeisenbank Möhlin,4313,Möhlin,
80719,RAIFCH22719,Raiffeisenbank Mutschellen,5621,Zufikon,
80721,RAIFCH22721,Raiffeisenbank Region Zofingen,4800,Zofingen,
80723,RAIFCH22723,Raiffeisenbank Reitnau-Rued,5044,Schlossrued,
80728,RAIFCH22728,Raiffeisenbank Oberfreiamt,5630,Muri AG,
80736,RAIFCH22736,Raiffeisenbank Villmergen,5612,Villmergen,
80740,RAIFCH22740,Raiffeisenbank Lägern-Baregg,5430,Wettingen,
80744,RAIFCH22744,Raiffeisenbank Wohlen,5610,Wohlen AG,
80746,RAIFCH22746,Raiffeisenbank Siggenthal-Würenlingen,5303,Würenlingen,
80747,RAIFCH22747,Raiffeisenbank Würenlos,5436,Würenlos,
80748,RAIFCH22748,Raiffeisenbank Wegenstettertal,4314,Zeiningen,
80773,RAIFCH22773,Raiffeisenbank Liestal-Oberbaselbiet,4410,Liestal,
80774,RAIFCH22774,Raiffeisenbank Leimental,4104,Oberwil BL,
80775,RAIFCH22775,Raiffeisenbank Allschwil-Schönenbuch,4123,Allschwil,
80776,RAIFCH22776,Raiffeisenbank Regio Muttenz,4132,Muttenz,
80779,RAIFCH22779,Raiffeisenbank Aesch-Pfeffingen,4147,Aesch BL,
80780,RAIFCH22780,Raiffeisenbank Reinach BL,4153,Reinach BL,
80808,RAIFCH22XXX,Raiffeisen,9001,St. Gallen,
80816,RAIFCH22816,Raiffeisenbank Niedersimmental,3753,Oey,
80817,RAIFCH22817,Raiffeisenbank Steffisburg,3612,Steffisburg,
80819,RAIFCH22819,Raiffeisenbank Grauholz,3322,Urtenen-Schönbühl,
80820,RAIFCH22820,Raiffeisenbank Frutigland,3714,Frutigen,
80842,RAIFCH22842,Raiffeisenbank Jungfrau,3800,Interlaken,
80843,RAIFCH22843,Raiffeisenbank Region Haslital-Brienz,3860,Meiringen,
80856,RAIFCH22856,Raiffeisenbank Obersimmental-Saanenland,3770,Zweisimmen,
80860,RAIFCH22860,Raiffeisenbank Schwarzwasser,3182,Ueberstorf,
80862,RAIFCH22862,Raiffeisenbank Seeland,2502,Biel/Bienne,
80867,RAIFCH22867,Raiffeisenbank Thunersee-Kiesental,3600,Thun,
80875,RAIFCH22875,Raiffeisenbank Emmental,3550,Langnau im Emmental,
80895,RAIFCH22895,Raiffeisenbank Sense-Oberland,1735,Giffers,
80896,RAIFCH22896,Raiffeisenbank See-Lac,3212,Gurmels,
80905,RAIFCH22905,Raiffeisenbank Sensetal Freiburg-Ost / Sensetal Fribourg-Est,3186,Düdingen,
80911,RAIFCH22911,Raiffeisenbank Dulliken-Starrkirch,4657,Dulliken,
80912,RAIFCH22912,Raiffeisenbank Gäu-Bipperamt,4622,Egerkingen,
80914,RAIFCH22914,Raiffeisenbank Aare-Langete,4629,Fulenbach,
80918,RAIFCH22918,Raiffeisenbank Mittelgösgen-Staffelegg,5015,Erlinsbach SO,
80938,RAIFCH22938,Raiffeisenbank Wasseramt-Buchsi,4552,Derendingen,
80939,RAIFCH22939,Raiffeisenbank Dornach,4143,Dornach,
80947,RAIFCH22947,Raiffeisenbank Untergäu,4614,Hägendorf,
80962,RAIFCH22962,Raiffeisenbank Region Thal,4717,Mümliswil,
80965,RAIFCH22965,Raiffeisenbank am Eppenberg,5013,Niedergösgen,
80970,RAIFCH22970,Raiffeisenbank Olten,4600,Olten,
80971,RAIFCH22971,Raiffeisenbank Untere Emme,4565,Recherswil,
80976,RAIFCH22976,Raiffeisenbank Weissenstein,4502,Solothurn,
81011,RAIFCH22A11,Raiffeisenbank Appenzeller Hinterland,9100,Herisau,
81012,RAIFCH22A12,Raiffeisenbank Heiden,9410,Heiden,
81023,RAIFCH22A23,Raiffeisenbank Appenzell,9050,Appenzell,
81031,RAIFCH22A31,Raiffeisenbank Glarnerland,8752,Näfels,
81045,RAIFCH22A45,Raiffeisenbank Bündner Rheintal,7001,Chur,
81054,RAIFCH22A54,Banca Raiffeisen del Moesano,6535,Roveredo GR,
81063,RAIFCH22A63,Raiffeisenbank Mittelbünden,7408,Cazis,
81072,RAIFCH22A72,Raiffeisenbank Cadi,7180,Disentis/Mustér,
81073,RAIFCH22A73,Raiffeisenbank Surselva,7130,Ilanz,
81084,RAIFCH22A84,Raiffeisenbank Prättigau-Davos,7270,Davos Platz,
81103,RAIFCH22B03,Banca Raiffeisen Valposchiavo,7742,Poschiavo,
81144,RAIFCH22B44,Raiffeisenbank Engiadina Val Müstair,7530,Zernez,
81165,RAIFCH22B65,Raiffeisenbank Pilatus,6010,Kriens,
81168,RAIFCH22B68,Raiffeisenbank Adligenswil-Udligenswil-Meggen,6043,Adligenswil,
81169,RAIFCH22B69,Raiffeisenbank Hitzkirchertal,6285,Hitzkirch,
81170,RAIFCH22B70,Raiffeisenbank Beromünster,6215,Beromünster,
81177,RAIFCH22B77,Raiffeisenbank Emmen,6020,Emmenbrücke,
81179,RAIFCH22B79,Raiffeisenbank im Entlebuch,6182,Escholzmatt,
81186,RAIFCH22B86,Raiffeisenbank Horw,6048,Horw,
81187,RAIFCH22B87,Raiffeisenbank Oberseetal,6280,Hochdorf,
81194,RAIFCH22B94,Raiffeisenbank Menznau-Wolhusen,6122,Menznau,
81196,RAIFCH22B96,Raiffeisenbank Sempachersee-Rottal Süd,6207,Nottwil,
81203,RAIFCH22C03,Raiffeisenbank Luzern,6003,Luzern,
81204,RAIFCH22C04,Raiffeisenbank Rothenburg,6023,Rothenburg,
81211,RAIFCH22C11,Raiffeisenbank Luzerner Hinterland,6130,Willisau,
81212,RAIFCH22C12,Raiffeisenbank Ettiswil,6218,Ettiswil,
81214,RAIFCH22C14,Raiffeisenbank Luzerner Landschaft Nordwest,6247,Schötz,
81223,RAIFCH22C23,Raiffeisenbank Nidwalden,6370,Stans,
81232,RAIFCH22C32,Raiffeisenbank Obwalden,6072,Sachseln,
81241,RAIFCH22C41,Raiffeisenbank Regio St. Gallen West,9030,Abtwil SG,
81251,RAIFCH22C51,Raiffeisenbank Werdenberg,9470,Buchs,
81256,RAIFCH22C56,Raiffeisenbank Benken,8717,Benken SG,
81259,RAIFCH22C59,Raiffeisenbank Bernhardzell,9304,Bernhardzell,
81261,RAIFCH22C61,Raiffeisenbank Regio Unteres Toggenburg & Neckertal,9606,Bütschwil,
81262,RAIFCH22C62,Raiffeisenbank Diepoldsau-Schmitter,9444,Diepoldsau,
81271,RAIFCH22C71,Raiffeisenbank Gossau-Andwil-Niederwil,9200,Gossau SG,
81274,RAIFCH22C74,Raiffeisenbank Rapperswil-Jona,8645,Jona,
81281,RAIFCH22C81,Raiffeisenbank Sarganserland,8887,Mels,
81284,RAIFCH22C84,Raiffeisenbank Mörschwil,9402,Mörschwil,
81287,RAIFCH22C87,Raiffeisenbank Obertoggenburg,9650,Nesslau,
81291,RAIFCH22C91,Raiffeisenbank Regio Uzwil,9245,Oberbüren,
81295,RAIFCH22C95,Raiffeisenbank Unteres Rheintal,9434,Au SG,
81296,RAIFCH22C96,Raiffeisenbank Region Rorschach,9400,Rorschach,
81297,RAIFCH22C97,Raiffeisenbank Oberes Rheintal,9450,Altstätten SG,
81298,RAIFCH22C98,Raiffeisenbank am Ricken,8733,Eschenbach SG,
81302,RAIFCH22D02,Raiffeisenbank Schänis-Amden,8718,Schänis,
81304,RAIFCH22D04,Raiffeisenbank Sennwald,9466,Sennwald,
81307,RAIFCH22D07,Raiffeisenbank Regio Arbon,9320,Arbon,
81313,RAIFCH22D13,Raiffeisenbank Waldkirch,9205,Waldkirch,
81314,RAIFCH22D14,Raiffeisenbank Walenstadt,8880,Walenstadt,
81317,RAIFCH22D17,Raiffeisenbank Mittleres Toggenburg,9630,Wattwil,
81319,RAIFCH22D19,Raiffeisenbank Mittelrheintal,9443,Widnau,
81320,RAIFCH22D20,Raiffeisenbank Wil und Umgebung,9500,Wil SG,
81323,RAIFCH22D23,Raiffeisenbank Wittenbach-Häggenschwil,9300,Wittenbach,
81324,RAIFCH22D24,Raiffeisenbank Marbach-Rebstein,9437,Marbach SG,
81325,RAIFCH22D25,Raiffeisenbank Flawil-Degersheim-Mogelsberg-Oberuzwil,9230,Flawil,
81344,RAIFCH22D44,Raiffeisenbank Schaffhausen,8200,Schaffhausen,
81351,RAIFCH22D51,Raiffeisenbank Rigi,6430,Schwyz,
